Country,Lat,Long,Country Code,Series Name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mozambique,-18.665695,35.529562,MOZ,CO2 emissions (kt),1120,940,1100,1290,1100,1170,1160,1290,1240,1230,1430,1410,1570.00005245209,1899.99997615814,1909.9999666214,1710.00003814697,1860.00001430511,2230.00001907349,2240.00000953674,2490.00000953674,2680.0000667572,3349.99990463257,3680.0000667572,4199.99980926514,4860.0001335144,5519.99998092651,7280.00020980835,7210.00003814697,6949.99980926514,7500
Mauritania,21.00789,-10.940835,MRT,CO2 emissions (kt),940,980,1010,1050,1070,1170,1230,1230,1240,1300,1270,1400,1549.99995231628,1480.00001907349,1639.99998569489,1509.99999046326,1730.00001907349,1990.00000953674,1899.99997615814,2349.99990463257,2400.00009536743,2460.00003814697,2730.00001907349,2589.99991416931,2900.00009536743,3559.99994277954,3259.99999046326,3490.00000953674,3690.00005722046,3950.00004768372
Mauritius,-20.348404,57.552152,MUS,CO2 emissions (kt),1160,1250,1320,1470,1510,1550,1610,1620,1790,2200,2430,2570,2609.99989509583,2750,2769.99998092651,2960.00003814697,3299.99995231628,3400.00009536743,3470.00002861023,3420.00007629395,3660.00008583069,3640.00010490417,3730.00001907349,3819.9999332428,3950.00004768372,3960.00003814697,4039.99996185303,4170.00007629395,4130.00011444092,4170.00007629395
Malawi,-13.254308,34.301525,MWI,CO2 emissions (kt),550,640,630,720,740,750,740,770,750,790,710,680,680.000007152557,750,769.999980926514,759.999990463257,779.999971389771,829.999983310699,959.999978542328,980.000019073486,889.999985694885,930.000007152557,949.999988079071,980.000019073486,850.000023841858,930.000007152557,1120.00000476837,1190.00005722046,1379.99999523163,1450.00004768372
Malaysia,4.210484,101.975766,MYS,CO2 emissions (kt),54620,65100,67170,73040,79740,86310,98640,106020,105690,114450,124360,129460,136380.004882813,144490.005493164,158270.004272461,167419.998168945,174100.006103516,189940.002441406,202910.003662109,181929.992675781,200220.001220703,202740.005493164,205809.997558594,223660.003662109,236649.993896484,236539.993286133,235960.006713867,227619.995117188,244410.003662109,253270.004272461
New Caledonia,-20.904305,165.618042,NCL,CO2 emissions (kt),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Niger,17.607789,8.081666,NER,CO2 emissions (kt),570,540,500,570,550,530,610,620,670,650,670,670,699.999988079071,759.999990463257,790.000021457672,759.999990463257,750,819.999992847443,860.000014305115,1080.00004291534,1370.00000476837,1409.9999666214,1889.99998569489,1970.00002861023,2150.00009536743,2109.99989509583,2109.99989509583,1909.9999666214,1950.00004768372,2150.00009536743
Nigeria,9.081999,8.675277,NGA,CO2 emissions (kt),72770,81930,91810,86240,78330,86170,100230,98650,88700,87020,97220,101950,92239.9978637695,101000,98730.0033569336,98720.0012207031,88769.9966430664,81120.002746582,86930.0003051758,76949.9969482422,90059.9975585938,95000,95339.9963378906,108129.997253418,114830.001831055,107760.00213623,110830.001831055,108500,109889.999389648,115279.998779297
Nicaragua,12.865416,-85.207229,NIC,CO2 emissions (kt),1930,1920,2240,2200,2530,2650,2820,3020,3520,3540,3770,3930,4059.99994277954,4559.99994277954,4530.00020980835,4340.00015258789,4550.00019073486,4699.99980926514,4500,4389.9998664856,4510.00022888184,4769.99998092651,4690.00005722046,4469.99979019165,4760.00022888184,5269.99998092651,5380.00011444092,5480.00001907349,5110.0001335144,5239.99977111816
Netherlands,52.132633,5.291266,NLD,CO2 emissions (kt),148380,154510,153250,158150,157260,164110,173620,166310,166730,161450,162100,167120,167429.992675781,170360.000610352,172119.995117188,167929.992675781,163699.996948242,164550.003051758,165220.001220703,160490.005493164,171110.000610352,158770.004272461,157470.001220703,157089.996337891,149789.993286133,157410.003662109,158539.993286133,155759.994506836,151360.000610352,146339.996337891
Norway,60.472024,8.468946,NOR,CO2 emissions (kt),29310,27330,30200,32430,34410,34390,34600,36540,37890,39700,34290,34720,34369.9989318848,37169.9981689453,37340.0001525879,36349.9984741211,37200.0007629395,37750,36869.9989318848,37430.0003051758,41409.9998474121,39599.9984741211,38490.0016784668,39500,39110.0006103516,39490.0016784668,38759.9983215332,37720.0012207031,37590.0001525879,35950.0007629395
Nepal,28.394857,84.124008,NPL,CO2 emissions (kt),940,1180,1230,1410,1740,1900,1960,2190,2320,3120,3220,3460,2789.99996185303,3019.99998092651,2809.99994277954,3190.00005722046,2619.99988555908,2690.00005722046,2990.00000953674,3880.00011444092,4639.9998664856,5199.99980926514,6000,6090.00015258789,7130.00011444092,7190.00005722046,10409.9998474121,12479.9995422363,15189.9995803833,13449.9998092651
Nauru,-0.522778,166.931503,NRU,CO2 emissions (kt),130,130,120,110,110,110,100,100,100,90,90,80,79.9999982118607,70.0000002980232,70.0000002980232,70.0000002980232,50.0000007450581,39.9999991059303,39.9999991059303,39.9999991059303,39.9999991059303,39.9999991059303,39.9999991059303,50.0000007450581,50.0000007450581,59.9999986588955,59.9999986588955,70.0000002980232,59.9999986588955,59.9999986588955
New Zealand,-40.900557,174.885971,NZL,CO2 emissions (kt),22310,22630,24380,23960,24230,24330,25410,27690,27180,28610,29450,31620,31540.0009155273,33400.0015258789,32840.0001525879,34229.9995422363,34270.0004577637,33270.0004577637,34169.9981689453,31170.0000762939,31049.9992370605,30290.0009155273,32110.0006103516,31889.9993896484,31969.9993133545,32279.9987792969,31190.0005340576,32930.0003051758,32360.0006103516,34009.9983215332
Oman,21.512583,55.923255,OMN,CO2 emissions (kt),11920,15720,14920,15180,16190,18870,19380,20020,19520,21980,25110,28030,29969.9993133545,31700.0007629395,31260.0002288818,31010.0002288818,39189.998626709,42259.9983215332,41310.001373291,43590.0001525879,47080.0018310547,53619.9989318848,60549.9992370605,63009.9983215332,66389.9993896484,70129.997253418,72129.997253418,71930.0003051758,75599.9984741211,76029.9987792969
Pakistan,30.375321,69.345116,PAK,CO2 emissions (kt),59030,60310,66980,73750,76250,82740,85820,89360,90190,98770,98370,99840,102330.001831055,105660.003662109,118650.001525879,121669.998168945,132479.995727539,146259.994506836,142160.003662109,145139.999389648,140619.995117188,141699.996948242,143809.997558594,146059.997558594,154240.005493164,164130.004882813,181110.000610352,198830.001831055,187309.997558594,190570.007324219
Panama,8.537981,-80.782127,PAN,CO2 emissions (kt),2690,3120,3640,3800,4040,4360,4410,4640,5720,5010,5280,6220,5409.99984741211,5530.00020980835,5610.0001335144,7119.99988555908,7489.99977111816,7480.00001907349,7300.00019073486,8699.99980926514,9189.9995803833,9989.99977111816,10460.000038147,10250,10760.0002288818,10699.9998092651,10770.0004577637,10130.0001144409,10060.0004196167,13340.0001525879
Peru,-9.189967,-75.015152,PER,CO2 emissions (kt),20880,20270,21030,21800,22540,25650,28060,27960,26970,29070,28630,26540,27729.9995422363,27159.9998474121,31239.9997711182,31290.0009155273,30840.0001525879,33810.001373291,38290.0009155273,41169.9981689453,45000,48430.0003051758,48119.9989318848,49750,53169.9981689453,54549.9992370605,56860.0006103516,54270.0004577637,54590.0001525879,56750
Philippines,12.879721,121.774017,PHL,CO2 emissions (kt),41080,40650,44020,47800,51510,61750,67220,74790,74220,71580,72100,70480,71569.9996948242,73629.997253418,75139.9993896484,76669.9981689453,69470.0012207031,73220.0012207031,75150.0015258789,76300.0030517578,81930.0003051758,82629.997253418,86180.0003051758,95500,101819.999694824,111010.00213623,121959.999084473,133500,138570.007324219,145419.998168945
Palau,7.51498,134.58252,PLW,CO2 emissions (kt),N/A,N/A,200,200,200,200,200,200,200,200,210,220,219.999998807907,219.999998807907,230.000004172325,259.999990463257,250,239.999994635582,209.999993443489,200.000002980232,209.999993443489,209.999993443489,219.999998807907,219.999998807907,219.999998807907,209.999993443489,250,259.999990463257,250,250
Papua New Guinea,-6.314993,143.95555,PNG,CO2 emissions (kt),2170,2180,2180,2210,2060,2130,2230,2400,2650,2600,2830,3390,3609.99989509583,4079.99992370605,4949.99980926514,4929.99982833862,4780.00020980835,5050.00019073486,4760.00022888184,5030.00020980835,5019.99998092651,5159.99984741211,4889.9998664856,5239.99977111816,5889.9998664856,6510.00022888184,7659.99984741211,7610.0001335144,7559.99994277954,7579.99992370605
Poland,51.919438,19.145136,POL,CO2 emissions (kt),350210,351620,343370,344020,339750,340000,355320,344630,318410,308980,295770,293630,287320.007324219,297730.010986328,301850.006103516,301350.006103516,314089.996337891,313380.004882813,308329.986572266,297260.009765625,313739.990234375,310589.996337891,303350.006103516,298299.987792969,285730.010986328,289079.986572266,299799.987792969,312859.985351563,311910.003662109,295130.004882813
Puerto Rico,18.220833,-66.590149,PRI,CO2 emissions (kt),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
North Korea,40.339852,127.510093,PRK,CO2 emissions (kt),123330,117340,104690,96710,88750,83420,74010,67520,60940,66580,71820,74390,71199.9969482422,72739.9978637695,74319.9996948242,77589.9963378906,78940.0024414063,65629.997253418,72830.0018310547,55360.0006103516,51619.9989318848,37099.9984741211,38479.9995422363,27629.9991607666,31229.9995422363,25100.0003814697,30000,54290.0009155273,50529.9987792969,56040.0009155273
Portugal,39.399872,-8.224454,PRT,CO2 emissions (kt),41070,42770,46770,45790,47300,50690,48740,50930,55600,62210,61660,61380,65599.9984741211,60520.0004577637,62130.0010681152,65470.0012207031,60450.0007629395,58799.9992370605,56840.0001525879,56299.9992370605,50939.998626709,49869.9989318848,48220.0012207031,46560.001373291,45930.0003051758,49849.9984741211,48759.9983215332,53330.0018310547,49500,44639.9993896484
Paraguay,-23.442503,-58.443832,PRY,CO2 emissions (kt),2070,2020,2470,2820,3340,3780,3720,4110,4270,4270,3520,3610,3779.99997138977,3940.00005722046,3970.00002861023,3700.00004768372,3950.00004768372,3720.00002861023,4320.00017166138,4570.00017166138,5039.99996185303,5219.99979019165,5179.99982833862,5300.00019073486,5630.00011444092,6369.99988555908,7179.99982833862,8060.0004196167,8470.00026702881,8210.00003814697
Palestinian Territories,31.952162,35.233154,PSE,CO2 emissions (kt),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
French Polynesia,-17.679742,-149.406843,PYF,CO2 emissions (kt),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Qatar,25.354826,51.183884,QAT,CO2 emissions (kt),12540,14980,14680,16610,18490,19050,20940,25390,26500,29000,28660,28650,32500,34740.0016784668,37069.9996948242,38540.0009155273,43770.0004577637,49830.0018310547,53040.0009155273,54069.9996948242,60580.0018310547,68190.0024414063,75080.0018310547,76169.9981689453,81660.0036621094,84779.9987792969,86919.9981689453,87540.0009155273,86419.9981689453,91970.0012207031
Romania,45.943161,24.96676,ROU,CO2 emissions (kt),172630,142760,126190,117700,115160,120880,124210,113610,99540,84990,89020,95230,93739.9978637695,98139.9993896484,95349.9984741211,94709.9990844727,99260.0021362305,96730.0033569336,95419.9981689453,80709.9990844727,77620.002746582,84059.9975585938,81849.9984741211,72089.9963378906,71540.0009155273,73319.9996948242,71589.9963378906,74209.9990844727,75190.0024414063,73949.9969482422
Russia,61.52401,105.318756,RUS,CO2 emissions (kt),2163530,2136440,2030810,1880250,1685050,1635490,1601180,1489510,1487970,1523720,1563850,1567170,1565339.96582031,1610000,1600979.98046875,1611979.98046875,1654849.97558594,1658150.02441406,1655189.94140625,1546670.04394531,1617829.95605469,1699089.96582031,1675760.00976563,1632680.05371094,1611959.9609375,1592560.05859375,1571520.01953125,1594550.04882813,1661000,1703589.96582031
Rwanda,-1.940278,29.873888,RWA,CO2 emissions (kt),550,500,500,510,470,460,480,510,510,530,540,560,560.000002384186,550.000011920929,560.000002384186,550.000011920929,550.000011920929,579.999983310699,560.000002384186,589.999973773956,600.000023841858,680.000007152557,750,810.000002384186,860.000014305115,980.000019073486,1159.9999666214,1190.00005722046,1289.99996185303,1330.00004291534
Saudi Arabia,23.885942,45.079162,SAU,CO2 emissions (kt),171410,187930,202040,203260,206360,204830,217650,220070,233900,239520,249660,254090,272250,284829.986572266,299890.014648438,315290.008544922,335440.002441406,354619.995117188,389720.001220703,406529.998779297,446130.004882813,463769.989013672,492470.001220703,503209.991455078,540520.01953125,565190.002441406,561229.98046875,545070.007324219,521260.009765625,523780.029296875
Sudan,12.862807,30.217636,SDN,CO2 emissions (kt),5370,4800,4530,3210,4700,4510,4310,5240,4770,5310,5690,6250,7710.00003814697,7929.99982833862,8829.99992370605,10500,12899.9996185303,13960.000038147,14949.9998092651,15479.9995422363,16420.0000762939,15920.0000762939,15800.0001907349,15220.0002670288,16120.0008392334,18709.9990844727,21129.9991607666,20959.9990844727,20860.0006103516,20620.0008392334
Senegal,14.497401,-14.452362,SEN,CO2 emissions (kt),2330,2330,2570,2510,2610,2760,2930,3210,3600,3960,4060,4460,4579.99992370605,4489.99977111816,5389.9998664856,5670.00007629395,5570.00017166138,6199.99980926514,6440.00005722046,6670.00007629395,7030.00020980835,7570.00017166138,7449.99980926514,8010.00022888184,8569.99969482422,9289.99996185303,10130.0001144409,9800.00019073486,10180.0003051758,10619.9998855591
Singapore,1.352083,103.819836,SGP,CO2 emissions (kt),28970,30470,31410,36160,37980,37580,38520,38160,37050,37800,42120,42030,41290.0009155273,38159.9998474121,39619.9989318848,36900.0015258789,37169.9981689453,38290.0009155273,38419.9981689453,38830.0018310547,42409.9998474121,44770.0004577637,43689.998626709,43909.9998474121,44400.0015258789,45430.0003051758,46099.9984741211,49139.9993896484,47400.0015258789,47380.0010681152
Solomon Islands,-9.64571,160.156194,SLB,CO2 emissions (kt),150,160,170,180,190,200,210,210,220,230,240,250,259.999990463257,270.000010728836,310.000002384186,340.000003576279,340.000003576279,340.000003576279,319.999992847443,330.000013113022,340.000003576279,349.999994039536,349.999994039536,389.999985694885,340.000003576279,310.000002384186,360.000014305115,349.999994039536,360.000014305115,360.000014305115
Sierra Leone,8.460555,-11.779889,SLE,CO2 emissions (kt),320,340,320,330,350,240,310,230,250,200,330,440,500,550.000011920929,529.999971389771,449.999988079071,589.999973773956,500,519.999980926514,519.999980926514,560.000002384186,740.000009536743,860.000014305115,1039.99996185303,1149.99997615814,910.000026226044,930.000007152557,939.999997615814,860.000014305115,899.999976158142
El Salvador,13.794185,-88.89653,SLV,CO2 emissions (kt),2380,3070,3350,3920,4460,4960,4390,5320,5670,5610,5630,5870,5940.00005722046,6510.00022888184,6679.99982833862,6840.00015258789,7239.99977111816,7630.00011444092,6909.99984741211,6679.99982833862,6539.99996185303,6780.00020980835,6769.99998092651,6460.00003814697,6590.00015258789,7000,7170.00007629395,6380.00011444092,6809.99994277954,7800.00019073486
San Marino,43.94236,12.457777,SMR,CO2 emissions (kt),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Somalia,5.152149,46.199616,SOM,CO2 emissions (kt),730,710,680,640,630,600,570,550,520,500,490,510,569.999992847443,579.999983310699,579.999983310699,579.999983310699,579.999983310699,620.000004768372,620.000004768372,610.000014305115,629.999995231628,629.999995231628,629.999995231628,649.999976158142,649.999976158142,649.999976158142,660.000026226044,660.000026226044,660.000026226044,689.999997615814
Serbia,44.016521,21.005859,SRB,CO2 emissions (kt),61910,52200,47990,42720,38900,44550,51650,56310,56210,40010,43990,45000,48580.0018310547,52150.0015258789,56349.9984741211,50689.998626709,53009.9983215332,51459.9990844727,49830.0018310547,46869.9989318848,47099.9984741211,51229.9995422363,45790.0009155273,46470.0012207031,38959.9990844727,45389.9993896484,46619.9989318848,47340.0001525879,46130.0010681152,45950.0007629395
São Tomé and Príncipe,0.18636,6.613081,STP,CO2 emissions (kt),50,50,40,40,50,50,50,50,50,50,50,50,59.9999986588955,70.0000002980232,70.0000002980232,79.9999982118607,79.9999982118607,79.9999982118607,90.0000035762787,90.0000035762787,100.000001490116,100.000001490116,119.999997317791,119.999997317791,119.999997317791,119.999997317791,129.999995231628,140.000000596046,140.000000596046,150.000005960464
Suriname,3.919305,-56.027783,SUR,CO2 emissions (kt),1760,2050,2050,2060,2070,2090,2110,2130,2130,2150,1480,1520,1120.00000476837,1230.00001907349,1389.99998569489,1690.00005722046,1529.99997138977,1409.9999666214,1460.00003814697,1450.00004768372,1740.00000953674,1950.00004768372,2440.00005722046,2289.99996185303,2619.99988555908,2720.00002861023,2950.00004768372,2500,2210.00003814697,2650.00009536743
Slovakia,48.669026,19.699024,SVK,CO2 emissions (kt),54810,47940,46100,44320,41700,42370,42170,42270,41400,40660,38070,38580,38069.9996948242,38330.0018310547,37430.0003051758,38520.0004577637,37869.9989318848,37189.998626709,37099.9984741211,33909.9998474121,35430.0003051758,34119.9989318848,32349.9984741211,32919.9981689453,30440.0005340576,30750,31500,33580.0018310547,33000,31079.9999237061
Slovenia,46.151241,14.995463,SVN,CO2 emissions (kt),13530,12740,12830,13560,13610,14470,15290,15730,15500,14910,14540,15380,15520.0004577637,15409.9998474121,15699.9998092651,15920.0000762939,16290.0009155273,16280.0006866455,17360.0006103516,15510.0002288818,15779.9997329712,15699.9998092651,15119.9998855591,14550.0001907349,13109.9996566772,13140.0003433228,13899.9996185303,14119.9998855591,14069.9996948242,13600.0003814697
Sweden,60.128161,18.643501,SWE,CO2 emissions (kt),53350,54240,56750,56500,58490,58230,63650,57380,58360,57260,53280,52500,54020.0004577637,55200.0007629395,53590.0001525879,50209.9990844727,48900.0015258789,47139.9993896484,46150.0015258789,42880.0010681152,48130.0010681152,44580.0018310547,42139.9993896484,40540.0009155273,39080.0018310547,39189.998626709,38779.9987792969,38290.0009155273,36009.9983215332,35000
Swaziland,-26.522503,31.465866,SWZ,CO2 emissions (kt),560,560,580,590,610,630,460,590,620,680,690,610,620.000004768372,629.999995231628,629.999995231628,660.000026226044,649.999976158142,660.000026226044,629.999995231628,699.999988079071,649.999976158142,660.000026226044,680.000007152557,750,750,769.999980926514,839.999973773956,889.999985694885,910.000026226044,959.999978542328
Seychelles,-4.679574,55.491977,SYC,CO2 emissions (kt),150,170,180,190,210,200,240,280,290,310,290,320,349.999994039536,340.000003576279,379.999995231628,379.999995231628,389.999985694885,400.000005960464,419.999986886978,449.999988079071,439.999997615814,409.999996423721,430.000007152557,419.999986886978,469.999998807907,509.999990463257,579.999983310699,579.999983310699,579.999983310699,610.000014305115
Syria,34.802075,38.996815,SYR,CO2 emissions (kt),32390,35770,35150,35880,37440,38980,42020,42070,44630,43870,44400,44730,44270.0004577637,44380.0010681152,46360.0006103516,57220.0012207031,60209.9990844727,63599.9984741211,65279.9987792969,60700.0007629395,61090.0001525879,56919.9981689453,47029.9987792969,30700.0007629395,26610.0006103516,25270.0004577637,26340.0001525879,29340.0001525879,27389.9993896484,25709.9990844727
Turks and Caicos Islands,21.694025,-71.797928,TCA,CO2 emissions (kt),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chad,15.454166,18.732207,TCD,CO2 emissions (kt),390,400,410,410,430,440,450,470,470,490,290,340,400.000005960464,449.999988079071,449.999988079071,479.999989271164,509.999990463257,500,540.000021457672,790.000021457672,1240.00000953674,1100.00002384186,1860.00001430511,2190.00005722046,2259.99999046326,2390.00010490417,2210.00003814697,2150.00009536743,2190.00005722046,2250
Togo,8.619543,0.824782,TGO,CO2 emissions (kt),980,930,750,630,910,980,1360,760,1200,1710,1270,1180,1340.0000333786,1830.00004291534,1779.99997138977,1750,1570.00005245209,1500,1570.00005245209,2819.9999332428,2630.00011444092,2519.99998092651,2240.00000953674,1750,1590.0000333786,1830.00004291534,2299.99995231628,2069.9999332428,2309.99994277954,2369.99988555908
Thailand,15.870032,100.992541,THA,CO2 emissions (kt),89220,98070,107950,122720,137060,155780,174710,177940,156790,163790,164490,173160,184240.005493164,191929.992675781,210190.002441406,217770.004272461,219880.004882813,224589.996337891,227580.001831055,220259.994506836,234380.004882813,233600.006103516,250679.992675781,260700.012207031,256799.987792969,264000,261600.006103516,258820.007324219,257049.987792969,267089.996337891
Tajikistan,38.861034,71.276093,TJK,CO2 emissions (kt),11020,10170,7690,5170,3040,2510,2240,2510,2770,2540,2200,2150,2130.00011444092,2180.0000667572,2599.99990463257,2470.00002861023,2690.00005722046,3269.99998092651,3039.99996185303,2410.00008583069,2450.00004768372,2559.99994277954,3019.99998092651,3200.00004768372,4579.99992370605,4900.00009536743,6090.00015258789,7369.99988555908,8680.00030517578,9420.00007629395
Turkmenistan,38.969719,59.556278,TKM,CO2 emissions (kt),44650,37790,28100,26970,33550,33990,30610,30500,31840,37690,38510,39120,41409.9998474121,46349.9984741211,49369.9989318848,50590.0001525879,51919.9981689453,58479.9995422363,59279.9987792969,52389.9993896484,59180.0003051758,65449.9969482422,69010.0021362305,70220.0012207031,71400.0015258789,73400.0015258789,73339.9963378906,73120.002746582,73050.0030517578,72870.002746582
Timor-Leste,-8.874217,125.727539,TLS,CO2 emissions (kt),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,170.000001788139,170.000001788139,200.000002980232,209.999993443489,200.000002980232,200.000002980232,209.999993443489,230.000004172325,239.999994635582,250,300.000011920929,460.00000834465,529.999971389771,519.999980926514,600.000023841858,610.000014305115,610.000014305115,620.000004768372
Tonga,-21.178986,-175.198242,TON,CO2 emissions (kt),80,90,80,90,90,100,80,90,90,110,100,90,100.000001490116,119.999997317791,129.999995231628,129.999995231628,150.000005960464,129.999995231628,129.999995231628,140.000000596046,119.999997317791,109.999999403954,109.999999403954,119.999997317791,109.999999403954,119.999997317791,150.000005960464,180.000007152557,159.999996423721,159.999996423721
Trinidad and Tobago,10.691803,-61.222503,TTO,CO2 emissions (kt),13150,13050,13150,10720,8790,8620,9190,9690,9920,9900,10200,11620,12680.0003051758,15449.9998092651,16100.0003814697,17590.0001525879,20059.9994659424,20500,20020.0004577637,19040.0009155273,21459.9990844727,22260.0002288818,21520.0004577637,22209.9990844727,22040.0009155273,21329.9999237061,18309.9994659424,18250,17780.0006866455,17190.0005340576
Tunisia,33.886917,9.537499,TUN,CO2 emissions (kt),14540,15030,16110,16410,16420,16780,17320,17880,18660,19660,20700,21570,21709.9990844727,21500,22479.9995422363,22969.9993133545,23899.9996185303,24750,25250,25290.0009155273,27520.0004577637,26340.0001525879,27790.0009155273,27850.0003814697,29950.0007629395,30479.9995422363,29610.0006103516,29959.9990844727,29889.9993896484,29909.9998474121
Turkey,38.963745,35.243322,TUR,CO2 emissions (kt),139200,143800,149800,155580,153820,168150,185340,193430,193690,192650,216400,197770,208110.000610352,219160.003662109,224600.006103516,235000,261079.986572266,288970.001220703,287190.002441406,287829.986572266,297109.985351563,317720.001220703,328880.004882813,318170.013427734,340640.014648438,351589.996337891,374589.996337891,415899.993896484,411730.010986328,396839.996337891
Tuvalu,-7.109535,177.64933,TUV,CO2 emissions (kt),10,10,10,10,10,10,10,10,10,10,10,10,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258,9.99999977648258
Tanzania,-6.369028,34.888822,TZA,CO2 emissions (kt),1890,1870,1860,1920,1910,2730,3070,2890,2690,2520,2950,3130,3569.9999332428,3759.99999046326,5079.99992370605,5659.99984741211,6050.00019073486,5909.99984741211,6079.99992370605,5929.99982833862,6909.99984741211,8189.9995803833,9869.99988555908,10810.0004196167,10710.000038147,11689.9995803833,11199.9998092651,11829.9999237061,12000,12449.9998092651
Uganda,1.373333,32.290275,UGA,CO2 emissions (kt),790,810,820,810,730,950,1050,1110,1260,1290,1300,1300,1490.00000953674,1570.00005245209,1629.99999523163,2019.99998092651,2400.00009536743,2869.99988555908,2970.00002861023,3359.99989509583,3329.99992370605,3740.00000953674,3779.99997138977,3690.00005722046,4110.0001335144,4719.99979019165,4949.99980926514,5170.00007629395,5860.0001335144,5860.0001335144
Ukraine,48.379433,31.16558,UKR,CO2 emissions (kt),688620,651930,574640,499310,415670,399250,346110,328240,309290,305730,297380,300550,303940.002441406,330230.010986328,307140.014648438,295410.003662109,303989.990234375,312140.014648438,301200.012207031,251619.995117188,268920.013427734,283339.996337891,277109.985351563,270269.989013672,237729.995727539,191070.007324219,201660.003662109,174940.002441406,185619.995117188,174729.995727539
Uruguay,-32.522779,-55.765835,URY,CO2 emissions (kt),3850,4370,4770,4490,4270,4690,5450,5560,5780,6780,5460,4950,4530.00020980835,4489.99977111816,5460.00003814697,5420.00007629395,6329.99992370605,5849.99990463257,7750,7670.00007629395,6280.00020980835,7610.0001335144,8520.00045776367,7360.0001335144,6500,6639.9998664856,6519.99998092651,6099.99990463257,6539.99996185303,6489.99977111816
United States,37.09024,-95.712891,USA,CO2 emissions (kt),4844520,4807500,4879630,4995210,5066810,5117040,5273490,5543350,5590540,5609020,5775810,5748260,5593029.78515625,5658990.234375,5738290.0390625,5753490.234375,5653080.078125,5736319.82421875,5558379.8828125,5156430.17578125,5392109.86328125,5173600.09765625,4956060.05859375,5092100.09765625,5107209.9609375,4990709.9609375,4894500,4819370.1171875,4975310.05859375,4817720.21484375
Uzbekistan,41.377491,64.585262,UZB,CO2 emissions (kt),117770,118580,113080,114590,108880,98150,99600,100730,116260,116490,123810,125700,129889.999389648,121910.003662109,124839.996337891,119190.002441406,127360.000610352,122580.001831055,128880.004882813,116529.998779297,126239.99786377,128630.004882813,113139.999389648,111860.000610352,104870.002746582,99169.9981689453,105230.003356934,109529.998779297,112470.001220703,116709.999084473
Saint Vincent and the Grenadines,12.984305,-61.287228,VCT,CO2 emissions (kt),80,90,120,130,140,150,150,160,190,190,160,200,230.000004172325,230.000004172325,250,250,250,270.000010728836,250,889.999985694885,250,270.000010728836,360.000014305115,230.000004172325,270.000010728836,250,259.999990463257,230.000004172325,250,259.999990463257
Venezuela,6.42375,-66.58973,VEN,CO2 emissions (kt),101630,100990,103110,107390,106530,114040,121840,127590,129300,125460,131520,135800,140750,135770.004272461,139610.000610352,147380.004882813,147529.998779297,142389.999389648,151110.000610352,152589.996337891,164100.006103516,160039.993286133,181130.004882813,180429.992675781,179240.005493164,163130.004882813,151070.007324219,140820.007324219,132130.004882813,112339.996337891
British Virgin Islands,18.420695,-64.639968,VGB,CO2 emissions (kt),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
U.S. Virgin Islands,18.335765,-64.896335,VIR,CO2 emissions (kt),N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
